1.059300000000000000e+04,2.203000000000000000e+03,1.783000000000000000e+03,2.060000000000000000e+03
1.061700000000000000e+04,2.256000000000000000e+03,1.740000000000000000e+03,2.087000000000000000e+03
1.064100000000000000e+04,2.279000000000000000e+03,1.635000000000000000e+03,2.062000000000000000e+03
1.066500000000000000e+04,2.305000000000000000e+03,1.555000000000000000e+03,2.000000000000000000e+03
1.068900000000000000e+04,2.368000000000000000e+03,1.488000000000000000e+03,1.942000000000000000e+03
1.071300000000000000e+04,2.414000000000000000e+03,1.403000000000000000e+03,1.910000000000000000e+03
1.073700000000000000e+04,2.431000000000000000e+03,1.307000000000000000e+03,1.921000000000000000e+03
1.076100000000000000e+04,2.459000000000000000e+03,1.239000000000000000e+03,1.931000000000000000e+03
1.078400000000000000e+04,2.458000000000000000e+03,1.202000000000000000e+03,1.941000000000000000e+03
1.080800000000000000e+04,2.418000000000000000e+03,1.168000000000000000e+03,1.967000000000000000e+03
1.083200000000000000e+04,2.365000000000000000e+03,1.142000000000000000e+03,1.974000000000000000e+03
1.085600000000000000e+04,2.298000000000000000e+03,1.169000000000000000e+03,1.998000000000000000e+03
1.088000000000000000e+04,2.267000000000000000e+03,1.221000000000000000e+03,2.031000000000000000e+03
1.090400000000000000e+04,2.214000000000000000e+03,1.265000000000000000e+03,2.037000000000000000e+03
1.092800000000000000e+04,2.151000000000000000e+03,1.295000000000000000e+03,2.055000000000000000e+03
1.095100000000000000e+04,2.106000000000000000e+03,1.318000000000000000e+03,2.003000000000000000e+03
1.097500000000000000e+04,2.046000000000000000e+03,1.348000000000000000e+03,2.023000000000000000e+03
1.099900000000000000e+04,2.065000000000000000e+03,1.403000000000000000e+03,2.029000000000000000e+03
1.102300000000000000e+04,2.077000000000000000e+03,1.403000000000000000e+03,2.032000000000000000e+03
1.105300000000000000e+04,2.073000000000000000e+03,1.397000000000000000e+03,2.034000000000000000e+03
1.107700000000000000e+04,2.003000000000000000e+03,1.398000000000000000e+03,2.017000000000000000e+03
1.110100000000000000e+04,1.975000000000000000e+03,1.449000000000000000e+03,2.000000000000000000e+03
1.112500000000000000e+04,2.026000000000000000e+03,1.470000000000000000e+03,2.010000000000000000e+03
1.114800000000000000e+04,2.080000000000000000e+03,1.455000000000000000e+03,2.010000000000000000e+03
1.117200000000000000e+04,2.116000000000000000e+03,1.422000000000000000e+03,1.959000000000000000e+03
1.119600000000000000e+04,2.086000000000000000e+03,1.340000000000000000e+03,1.989000000000000000e+03
1.122000000000000000e+04,2.176000000000000000e+03,1.247000000000000000e+03,1.972000000000000000e+03
1.124400000000000000e+04,2.256000000000000000e+03,1.203000000000000000e+03,1.920000000000000000e+03
1.126800000000000000e+04,2.286000000000000000e+03,1.200000000000000000e+03,1.874000000000000000e+03
1.129200000000000000e+04,2.303000000000000000e+03,1.129000000000000000e+03,1.843000000000000000e+03
1.131500000000000000e+04,2.338000000000000000e+03,1.059000000000000000e+03,1.833000000000000000e+03
1.133900000000000000e+04,2.361000000000000000e+03,1.096000000000000000e+03,1.848000000000000000e+03
1.136300000000000000e+04,2.409000000000000000e+03,1.152000000000000000e+03,1.887000000000000000e+03
1.138700000000000000e+04,2.432000000000000000e+03,1.168000000000000000e+03,1.891000000000000000e+03
1.141100000000000000e+04,2.421000000000000000e+03,1.147000000000000000e+03,1.887000000000000000e+03
1.143500000000000000e+04,2.411000000000000000e+03,1.171000000000000000e+03,1.869000000000000000e+03
1.145900000000000000e+04,2.414000000000000000e+03,1.258000000000000000e+03,1.865000000000000000e+03
1.148300000000000000e+04,2.396000000000000000e+03,1.328000000000000000e+03,1.856000000000000000e+03
1.150600000000000000e+04,2.368000000000000000e+03,1.406000000000000000e+03,1.863000000000000000e+03
1.153000000000000000e+04,2.327000000000000000e+03,1.505000000000000000e+03,1.893000000000000000e+03
1.155400000000000000e+04,2.294000000000000000e+03,1.616000000000000000e+03,1.931000000000000000e+03
1.157800000000000000e+04,2.255000000000000000e+03,1.719000000000000000e+03,1.958000000000000000e+03
1.160200000000000000e+04,2.194000000000000000e+03,1.774000000000000000e+03,1.961000000000000000e+03
1.162600000000000000e+04,2.138000000000000000e+03,1.797000000000000000e+03,2.000000000000000000e+03
1.165000000000000000e+04,2.096000000000000000e+03,1.838000000000000000e+03,2.010000000000000000e+03
1.167300000000000000e+04,2.065000000000000000e+03,1.851000000000000000e+03,2.019000000000000000e+03
1.169700000000000000e+04,2.053000000000000000e+03,1.837000000000000000e+03,2.000000000000000000e+03
1.172100000000000000e+04,2.032000000000000000e+03,1.823000000000000000e+03,1.975000000000000000e+03
1.174500000000000000e+04,2.036000000000000000e+03,1.838000000000000000e+03,1.971000000000000000e+03
1.176900000000000000e+04,2.075000000000000000e+03,1.860000000000000000e+03,1.975000000000000000e+03
