1.664700000000000000e+04,3.922000000000000000e+03
1.666700000000000000e+04,3.905000000000000000e+03
1.668700000000000000e+04,3.897000000000000000e+03
1.670700000000000000e+04,3.892000000000000000e+03
1.672700000000000000e+04,3.884000000000000000e+03
1.674700000000000000e+04,3.881000000000000000e+03
1.676700000000000000e+04,3.888000000000000000e+03
1.678700000000000000e+04,3.882000000000000000e+03
1.680700000000000000e+04,3.885000000000000000e+03
1.682700000000000000e+04,3.878000000000000000e+03
1.684700000000000000e+04,3.873000000000000000e+03
1.686700000000000000e+04,3.866000000000000000e+03
1.688700000000000000e+04,3.858000000000000000e+03
1.690700000000000000e+04,3.866000000000000000e+03
1.692700000000000000e+04,3.857000000000000000e+03
1.694700000000000000e+04,3.843000000000000000e+03
1.696700000000000000e+04,3.849000000000000000e+03
1.698700000000000000e+04,3.847000000000000000e+03
1.700700000000000000e+04,3.837000000000000000e+03
1.702700000000000000e+04,3.836000000000000000e+03
1.704700000000000000e+04,3.864000000000000000e+03
1.706700000000000000e+04,3.885000000000000000e+03
1.708700000000000000e+04,3.958000000000000000e+03
1.710700000000000000e+04,3.969000000000000000e+03
1.712700000000000000e+04,3.998000000000000000e+03
1.714700000000000000e+04,4.000000000000000000e+03
1.716700000000000000e+04,3.991000000000000000e+03
1.718700000000000000e+04,3.979000000000000000e+03
1.720700000000000000e+04,3.977000000000000000e+03
1.722700000000000000e+04,3.982000000000000000e+03
1.724700000000000000e+04,3.991000000000000000e+03
1.726700000000000000e+04,3.985000000000000000e+03
1.728700000000000000e+04,3.968000000000000000e+03
1.730700000000000000e+04,3.956000000000000000e+03
1.732700000000000000e+04,3.957000000000000000e+03
1.734700000000000000e+04,3.948000000000000000e+03
1.736700000000000000e+04,3.957000000000000000e+03
1.738700000000000000e+04,3.947000000000000000e+03
1.740700000000000000e+04,3.970000000000000000e+03
1.742700000000000000e+04,3.953000000000000000e+03
1.744700000000000000e+04,3.956000000000000000e+03
1.746700000000000000e+04,3.943000000000000000e+03
1.748700000000000000e+04,3.942000000000000000e+03
1.750700000000000000e+04,3.930000000000000000e+03
1.752700000000000000e+04,3.930000000000000000e+03
1.754700000000000000e+04,3.925000000000000000e+03
1.756700000000000000e+04,3.924000000000000000e+03
1.758700000000000000e+04,3.917000000000000000e+03
1.760700000000000000e+04,3.906000000000000000e+03
1.762700000000000000e+04,3.911000000000000000e+03
1.764700000000000000e+04,3.903000000000000000e+03
1.766700000000000000e+04,3.911000000000000000e+03
1.768700000000000000e+04,3.903000000000000000e+03
1.770700000000000000e+04,3.910000000000000000e+03
1.772700000000000000e+04,3.903000000000000000e+03
1.774700000000000000e+04,3.905000000000000000e+03
1.776700000000000000e+04,3.899000000000000000e+03
1.778700000000000000e+04,3.896000000000000000e+03
1.780700000000000000e+04,3.896000000000000000e+03
1.782700000000000000e+04,3.889000000000000000e+03
1.784700000000000000e+04,3.891000000000000000e+03
1.786700000000000000e+04,3.884000000000000000e+03
1.788700000000000000e+04,3.885000000000000000e+03
1.790700000000000000e+04,3.881000000000000000e+03
1.792700000000000000e+04,3.876000000000000000e+03
1.794700000000000000e+04,3.872000000000000000e+03
1.796700000000000000e+04,3.864000000000000000e+03
1.798700000000000000e+04,3.861000000000000000e+03
1.800700000000000000e+04,3.857000000000000000e+03
1.802700000000000000e+04,3.856000000000000000e+03
1.804700000000000000e+04,3.833000000000000000e+03
1.806700000000000000e+04,3.829000000000000000e+03
1.808700000000000000e+04,3.857000000000000000e+03
1.810700000000000000e+04,3.880000000000000000e+03
1.812700000000000000e+04,3.964000000000000000e+03
1.814700000000000000e+04,3.981000000000000000e+03
1.816700000000000000e+04,4.015000000000000000e+03
1.818700000000000000e+04,4.014000000000000000e+03
1.820700000000000000e+04,4.002000000000000000e+03
1.822700000000000000e+04,3.997000000000000000e+03
1.824700000000000000e+04,3.986000000000000000e+03
1.826700000000000000e+04,3.977000000000000000e+03
1.828700000000000000e+04,3.987000000000000000e+03
1.830700000000000000e+04,3.991000000000000000e+03
1.832700000000000000e+04,3.986000000000000000e+03
1.834700000000000000e+04,3.983000000000000000e+03
1.836800000000000000e+04,3.960000000000000000e+03
1.838700000000000000e+04,3.959000000000000000e+03
1.840800000000000000e+04,3.967000000000000000e+03
1.842700000000000000e+04,3.967000000000000000e+03
1.844800000000000000e+04,3.972000000000000000e+03
1.846700000000000000e+04,3.974000000000000000e+03
1.848800000000000000e+04,3.970000000000000000e+03
1.850800000000000000e+04,3.959000000000000000e+03
1.852800000000000000e+04,3.947000000000000000e+03
1.854800000000000000e+04,3.938000000000000000e+03
1.856800000000000000e+04,3.928000000000000000e+03
1.858800000000000000e+04,3.923000000000000000e+03
1.860800000000000000e+04,3.913000000000000000e+03
1.863300000000000000e+04,3.910000000000000000e+03
1.864800000000000000e+04,3.910000000000000000e+03
1.866800000000000000e+04,3.895000000000000000e+03
1.868800000000000000e+04,3.911000000000000000e+03
1.870800000000000000e+04,3.913000000000000000e+03
1.872800000000000000e+04,3.902000000000000000e+03
1.874800000000000000e+04,3.896000000000000000e+03
1.876800000000000000e+04,3.901000000000000000e+03
1.878800000000000000e+04,3.900000000000000000e+03
1.880800000000000000e+04,3.913000000000000000e+03
1.882800000000000000e+04,3.898000000000000000e+03
1.884800000000000000e+04,3.905000000000000000e+03
1.886800000000000000e+04,3.890000000000000000e+03
1.888800000000000000e+04,3.905000000000000000e+03
1.890800000000000000e+04,3.889000000000000000e+03
1.892800000000000000e+04,3.886000000000000000e+03
1.894800000000000000e+04,3.880000000000000000e+03
1.896800000000000000e+04,3.885000000000000000e+03
1.898800000000000000e+04,3.872000000000000000e+03
1.900800000000000000e+04,3.869000000000000000e+03
1.902800000000000000e+04,3.862000000000000000e+03
1.904800000000000000e+04,3.862000000000000000e+03
1.906800000000000000e+04,3.863000000000000000e+03
1.908800000000000000e+04,3.932000000000000000e+03
1.910800000000000000e+04,3.951000000000000000e+03
1.912800000000000000e+04,3.994000000000000000e+03
1.914800000000000000e+04,4.011000000000000000e+03
1.916800000000000000e+04,4.016000000000000000e+03
1.918800000000000000e+04,4.016000000000000000e+03
1.920800000000000000e+04,4.017000000000000000e+03
1.922800000000000000e+04,4.013000000000000000e+03
1.924800000000000000e+04,4.007000000000000000e+03
1.926800000000000000e+04,4.002000000000000000e+03
1.928800000000000000e+04,4.010000000000000000e+03
1.930800000000000000e+04,4.002000000000000000e+03
1.932800000000000000e+04,3.990000000000000000e+03
1.934800000000000000e+04,3.975000000000000000e+03
1.936800000000000000e+04,3.985000000000000000e+03
1.938800000000000000e+04,3.977000000000000000e+03
1.940800000000000000e+04,3.976000000000000000e+03
1.942800000000000000e+04,3.979000000000000000e+03
1.944800000000000000e+04,3.980000000000000000e+03
1.946800000000000000e+04,3.982000000000000000e+03
1.948800000000000000e+04,3.977000000000000000e+03
1.950800000000000000e+04,3.971000000000000000e+03
1.952800000000000000e+04,3.970000000000000000e+03
1.954800000000000000e+04,3.957000000000000000e+03
1.956800000000000000e+04,3.949000000000000000e+03
1.958800000000000000e+04,3.946000000000000000e+03
1.960800000000000000e+04,3.937000000000000000e+03
1.962800000000000000e+04,3.934000000000000000e+03
1.964800000000000000e+04,3.936000000000000000e+03
1.966800000000000000e+04,3.931000000000000000e+03
1.968800000000000000e+04,3.933000000000000000e+03
1.970800000000000000e+04,3.930000000000000000e+03
1.972800000000000000e+04,3.917000000000000000e+03
1.974800000000000000e+04,3.910000000000000000e+03
1.976800000000000000e+04,3.914000000000000000e+03
1.978800000000000000e+04,3.921000000000000000e+03
1.980800000000000000e+04,3.919000000000000000e+03
1.982800000000000000e+04,3.910000000000000000e+03
1.984800000000000000e+04,3.904000000000000000e+03
1.986800000000000000e+04,3.904000000000000000e+03
1.988800000000000000e+04,3.894000000000000000e+03
1.990800000000000000e+04,3.900000000000000000e+03
1.992800000000000000e+04,3.893000000000000000e+03
1.994800000000000000e+04,3.888000000000000000e+03
1.996800000000000000e+04,3.879000000000000000e+03
1.998800000000000000e+04,3.870000000000000000e+03
2.000800000000000000e+04,3.869000000000000000e+03
2.002800000000000000e+04,3.870000000000000000e+03
2.004800000000000000e+04,3.908000000000000000e+03
